listened_to_datetime,s_id,g_id,genrename
2022-04-08 00:04:17.000000,257,134,electronica
2022-04-25 00:05:33.000000,244,286,northern soul
2022-10-06 00:01:47.000000,465,471,group sounds
2020-07-12 16:34:39.000000,235,74,club
2019-09-14 23:55:24.000000,216,403,trip hop
2020-08-28 01:35:16.000000,321,140,enka
2021-04-08 06:48:25.000000,321,140,enka
2020-08-28 00:47:11.000000,1,221,j-rock
2020-09-03 07:04:58.000000,205,271,neo soul
2019-09-18 17:59:14.000000,226,296,p-funk
2022-08-04 13:03:59.000000,299,322,progressive trance
2021-12-29 04:14:14.000000,34,267,birmingham sound
2020-06-05 08:14:29.000000,336,142,euro house
2023-02-10 22:06:07.000000,249,424,joik
2022-01-17 15:18:10.000000,28,251,melodic black metal
2021-07-27 00:29:55.000000,237,300,pop punk
2020-10-07 13:20:34.000000,278,27,avant-garde metal
2022-09-26 05:32:22.000000,238,328,psychobilly
2020-05-15 17:15:58.000000,382,11,alternative metal
2020-02-12 19:28:56.000000,51,386,symphonic rock
2020-02-14 02:59:42.000000,487,428,boogie-woogie
2022-11-04 09:18:42.000000,460,4,acoustic blues
2019-10-01 13:54:42.000000,16,231,beat music
2020-11-13 08:08:04.000000,57,345,beatboxing
2023-02-03 19:50:41.000000,8,143,eurodance
2019-10-23 04:17:43.000000,415,264,toccata
2021-04-07 18:10:26.000000,433,304,pornogrind
2022-10-29 12:50:06.000000,433,304,pornogrind
2021-11-16 08:07:48.000000,338,465,comedy rock
2021-02-08 14:03:29.000000,404,439,detroit techno
2019-12-22 20:25:00.000000,420,434,bass house
2020-03-04 01:27:51.000000,112,239,vude
2020-06-20 04:42:37.000000,312,192,hard rock
2020-12-09 12:35:40.000000,9,32,baroque
2022-08-08 20:53:48.000000,356,470,ryūkōka
2021-09-11 15:42:51.000000,10,495,carnatic classical
2020-02-20 19:16:34.000000,141,78,contemporary classical
2020-02-02 11:57:09.000000,190,98,dark ambient
2021-04-01 21:50:58.000000,469,94,dance
2020-10-27 08:52:46.000000,477,34,bhangra
2020-09-27 03:47:05.000000,313,377,spoken word
2021-02-04 01:38:16.000000,462,176,glam rock
2021-05-26 07:58:09.000000,390,111,digital hardcore
2019-10-18 11:05:19.000000,32,90,crossover prog
2022-02-08 07:57:09.000000,249,424,joik
2022-03-13 06:29:48.000000,472,129,electro-funk
2020-12-05 13:10:36.000000,82,146,experimental rock
2022-06-17 15:56:05.000000,441,385,symphonic prog
2022-06-05 02:57:52.000000,491,117,drone
2022-04-08 10:16:27.000000,6,138,emo
2023-01-02 14:03:28.000000,471,495,carnatic classical
2022-08-25 01:07:56.000000,98,94,dance
2020-03-20 02:23:04.000000,425,63,wave
2020-07-21 12:13:59.000000,217,354,schlager
2021-06-28 17:35:29.000000,326,200,horrorcore
2020-02-23 23:32:01.000000,30,423,dream pop
2019-05-09 10:38:33.000000,331,337,raï
2022-07-26 23:16:11.000000,278,27,avant-garde metal
2023-01-18 14:08:20.000000,12,423,dream pop
2019-05-06 15:34:51.000000,376,196,hardstyle
2019-10-17 21:21:38.000000,102,411,visual kei
2020-05-22 13:25:57.000000,251,230,kayōkyoku
2019-04-20 00:44:31.000000,295,162,swancore
2021-12-22 20:43:36.000000,333,450,harsh noise
2020-09-14 07:00:46.000000,287,39,blackened death metal
2019-06-04 15:01:07.000000,185,160,funk metal
2020-05-07 02:13:18.000000,204,408,vallenato
2020-03-28 14:20:04.000000,268,3,acid techno
2021-05-22 23:29:44.000000,178,495,carnatic classical
2023-01-24 01:04:34.000000,445,299,pop metal
2022-10-03 19:01:55.000000,79,100,dark folk
2019-10-17 17:15:13.000000,473,154,folk pop
2023-01-02 12:43:50.000000,460,4,acoustic blues
2020-08-25 04:53:57.000000,120,483,industrial musical
2021-09-12 03:35:19.000000,279,329,psytrance
2021-07-09 17:23:56.000000,485,13,alternative punk
2021-04-10 04:17:14.000000,16,231,beat music
2021-06-02 15:48:43.000000,342,490,complextro
2022-09-18 02:51:02.000000,450,287,nu jazz
2022-10-02 18:59:08.000000,334,282,noisecore
2020-10-28 02:28:24.000000,117,363,sludge metal
2022-07-04 19:59:16.000000,361,100,dark folk
2020-12-31 12:20:38.000000,345,117,drone
2021-09-10 17:08:32.000000,244,286,northern soul
2019-12-02 02:10:30.000000,285,19,anarcho-punk
2019-05-20 19:00:23.000000,70,17,ambient techno
2022-08-31 11:20:11.000000,379,179,goregrind
2020-12-20 16:22:26.000000,294,75,comedy
2021-10-30 00:27:05.000000,238,328,psychobilly
2022-04-09 19:20:07.000000,376,196,hardstyle
2020-08-11 18:18:00.000000,48,147,fado
2021-01-12 16:29:34.000000,89,120,dub techno
2023-02-20 03:39:58.000000,395,238,leftfield
2020-11-18 06:37:34.000000,399,284,non-music
2021-02-10 12:21:20.000000,109,388,synthwave
2019-08-29 21:42:16.000000,194,332,queercore
2021-03-13 01:09:45.000000,21,474,cowpunk
2020-06-08 03:32:40.000000,282,479,chutney
2021-01-23 00:11:16.000000,315,97,dancehall
2022-11-11 19:59:05.000000,398,413,vocal jazz
2021-06-09 18:41:09.000000,31,16,ambient house
2022-11-18 15:14:43.000000,116,38,black metal
2021-03-08 22:45:14.000000,262,118,drum and bass
2022-11-28 05:35:42.000000,200,326,psychedelic pop
2020-07-24 20:58:34.000000,57,345,beatboxing
2019-11-23 03:59:49.000000,378,65,chillout
2022-10-27 14:15:46.000000,338,465,comedy rock
2022-08-09 13:53:10.000000,121,108,deep house
2020-06-26 10:26:05.000000,364,286,northern soul
2020-06-02 15:29:57.000000,466,488,brostep
2022-01-24 06:38:19.000000,277,302,pop rock
2020-06-27 05:10:37.000000,323,98,dark ambient
2019-12-26 06:54:47.000000,449,68,christmas music
2020-01-19 08:11:06.000000,197,271,neo soul
2020-05-18 19:19:44.000000,379,179,goregrind
2023-01-01 01:41:26.000000,35,321,progressive rock
2019-05-22 17:32:18.000000,449,68,christmas music
2021-09-21 00:54:25.000000,10,495,carnatic classical
2020-10-18 01:37:21.000000,490,234,latin
2021-12-04 09:38:13.000000,173,117,drone
2022-12-04 16:44:13.000000,458,183,gothic rock
2023-03-08 13:15:55.000000,344,75,comedy
2022-10-07 11:13:23.000000,293,187,groove metal
2022-07-20 23:46:20.000000,103,354,schlager
2019-12-27 06:38:38.000000,313,377,spoken word
2021-07-21 23:03:41.000000,93,72,classic jazz
2019-12-19 00:27:19.000000,6,138,emo
2022-03-16 03:11:51.000000,157,373,southern soul
2021-11-07 21:27:28.000000,55,309,post-metal
2022-01-15 02:31:01.000000,339,206,indie pop
2021-12-12 11:20:50.000000,57,345,beatboxing
2020-05-07 03:11:02.000000,474,299,pop metal
2022-12-04 14:47:11.000000,108,385,symphonic prog
2021-09-20 11:50:41.000000,368,96,dance-punk
2022-11-27 18:44:55.000000,481,283,noise pop
2021-04-13 07:39:49.000000,438,367,soft rock
2021-05-25 15:09:50.000000,368,96,dance-punk
2020-11-22 05:16:07.000000,211,210,industrial
2020-09-04 16:09:46.000000,121,108,deep house
2019-05-10 03:13:43.000000,40,389,synth-pop
2020-10-18 15:55:32.000000,234,129,electro-funk
2021-06-09 06:32:28.000000,99,153,folk rock
2021-04-05 14:36:00.000000,433,304,pornogrind
2019-04-11 17:26:33.000000,416,308,post-hardcore
2021-05-29 15:25:07.000000,39,55,cajun
2020-06-15 20:43:12.000000,272,171,garage house
2019-05-05 09:49:20.000000,263,17,ambient techno
2020-01-25 06:08:11.000000,278,27,avant-garde metal
2022-07-14 12:24:44.000000,79,100,dark folk
2019-09-27 02:33:51.000000,242,223,jazz blues
2019-10-26 10:06:07.000000,106,275,nerdcore
2023-02-23 10:50:13.000000,434,263,mincecore
2021-12-05 01:23:59.000000,325,64,chicago blues
2020-02-15 15:19:30.000000,306,489,kizomba
2022-07-09 19:56:11.000000,469,94,dance
2019-06-14 20:27:02.000000,338,465,comedy rock
2022-07-31 00:03:45.000000,59,249,mathcore
2019-05-27 17:59:09.000000,194,332,queercore
2022-02-24 19:04:06.000000,373,382,swing
2020-12-18 15:42:27.000000,349,278,new romantic
2020-05-25 07:27:52.000000,223,204,illbient
2019-06-20 02:44:14.000000,283,108,deep house
2019-11-05 09:48:16.000000,40,389,synth-pop
2019-10-13 00:00:29.000000,329,206,indie pop
2019-07-04 22:19:56.000000,459,326,psychedelic pop
2022-11-16 07:57:46.000000,65,432,future garage
2020-09-18 06:50:43.000000,15,59,celtic
2020-12-04 22:51:22.000000,347,55,cajun
2020-08-14 16:03:06.000000,121,108,deep house
2020-11-14 01:01:40.000000,403,205,indie folk
2020-03-08 08:55:06.000000,360,102,death metal
2020-12-29 05:06:02.000000,6,138,emo
2022-12-08 04:45:30.000000,22,417,yé-yé
2021-12-09 16:12:22.000000,19,84,cool jazz
2022-02-23 01:45:37.000000,143,152,folk punk
2022-03-06 23:50:46.000000,373,382,swing
2022-04-30 03:36:28.000000,463,336,ragga jungle
2019-07-26 07:20:12.000000,136,460,art pop
2021-09-21 17:59:15.000000,483,147,fado
2020-11-24 08:03:00.000000,369,358,singer-songwriter
2022-03-19 00:23:32.000000,362,181,gothic
2019-05-31 00:10:24.000000,216,403,trip hop
2022-10-18 07:39:46.000000,114,66,chiptune
2020-10-17 13:04:48.000000,314,314,power metal
2021-10-26 18:23:13.000000,337,8,alternative dance
2020-06-03 21:26:03.000000,162,424,joik
2020-08-11 13:30:51.000000,2,248,math rock
2022-03-28 20:02:08.000000,179,240,lo-fi
2023-02-26 02:32:31.000000,34,267,birmingham sound
2022-01-05 23:03:58.000000,51,386,symphonic rock
2023-03-15 21:55:40.000000,171,147,fado
2019-11-20 20:36:54.000000,472,129,electro-funk
2019-08-12 19:07:23.000000,104,290,oi
2020-04-21 15:26:23.000000,469,94,dance
2023-02-02 15:42:22.000000,404,439,detroit techno
2019-11-10 14:58:28.000000,93,72,classic jazz
2020-10-04 23:35:20.000000,293,187,groove metal
2022-06-29 02:15:20.000000,310,51,britpop
2022-09-04 05:49:05.000000,408,143,eurodance
2022-01-13 22:46:20.000000,391,61,chamber pop
2022-08-13 16:58:12.000000,200,326,psychedelic pop
2022-06-11 08:22:58.000000,19,84,cool jazz
2023-01-19 08:51:58.000000,407,479,chutney
2019-06-25 13:57:17.000000,431,438,future bass
2020-01-27 17:23:58.000000,420,434,bass house
2020-12-14 22:26:32.000000,11,125,electric blues
2020-02-25 13:31:25.000000,329,206,indie pop
2021-07-24 04:05:38.000000,302,320,progressive metal
2022-06-11 03:32:31.000000,364,286,northern soul
2021-05-30 05:39:33.000000,8,143,eurodance
2019-08-20 04:52:26.000000,471,495,carnatic classical
2022-03-29 04:59:02.000000,53,127,electro house
2021-07-25 17:28:24.000000,176,456,zeuhl
2020-03-01 12:31:12.000000,107,118,drum and bass
2022-09-11 02:42:35.000000,225,239,vude
2021-03-26 12:47:08.000000,4,132,electronic
2020-02-08 23:12:08.000000,219,351,crack rock steady
2019-09-19 20:45:12.000000,309,48,breakbeat
2022-03-27 08:23:18.000000,250,124,ebm
2021-02-20 08:06:51.000000,206,231,beat music
2019-08-31 01:22:42.000000,77,400,trap
2020-11-15 00:42:05.000000,108,385,symphonic prog
2022-04-24 14:06:34.000000,338,465,comedy rock
2022-07-03 04:20:16.000000,336,142,euro house
2020-10-02 04:35:29.000000,6,138,emo
2022-01-28 11:32:11.000000,366,109,delta blues
2019-07-13 14:08:41.000000,304,68,christmas music
2019-08-01 13:01:32.000000,170,361,skacore
2022-07-20 15:37:55.000000,138,75,comedy
2022-04-09 13:24:56.000000,289,59,celtic
2022-01-05 23:38:54.000000,124,151,folk metal
2020-06-28 14:51:40.000000,215,185,grime
2022-09-08 03:48:06.000000,435,395,thrashcore
2021-07-17 00:38:57.000000,419,203,idm
2023-02-19 16:02:24.000000,266,11,alternative metal
2021-08-30 21:12:57.000000,456,386,symphonic rock
2020-07-15 10:27:23.000000,354,9,alternative folk
2021-03-31 17:22:37.000000,340,12,alternative pop
2022-12-27 23:02:01.000000,184,363,sludge metal
2020-04-06 08:43:56.000000,175,242,lounge
2021-04-06 22:23:26.000000,109,388,synthwave
2020-12-17 10:51:36.000000,72,137,electropunk
2019-06-08 08:25:56.000000,368,96,dance-punk
2021-05-05 07:28:59.000000,445,299,pop metal
2021-10-11 01:57:30.000000,212,157,free jazz
2019-11-03 15:01:28.000000,47,376,speed metal
2021-09-28 19:19:29.000000,276,481,cyberpunk
2022-11-06 21:33:11.000000,448,346,rock
2022-05-17 00:30:26.000000,286,183,gothic rock
2021-04-05 10:02:21.000000,150,490,complextro
2022-09-04 04:39:29.000000,65,432,future garage
2022-05-03 04:08:35.000000,226,296,p-funk
2021-05-28 11:33:00.000000,430,450,harsh noise
2019-06-16 23:25:51.000000,465,471,group sounds
2020-01-25 13:30:10.000000,328,258,metal
2020-01-12 19:20:19.000000,61,495,carnatic classical
2019-07-01 22:00:42.000000,473,154,folk pop
2022-12-22 12:57:09.000000,500,414,vocal trance
2023-02-21 12:38:16.000000,423,389,synth-pop
2019-07-07 17:26:03.000000,350,391,tech house
2021-12-18 03:53:06.000000,165,116,drill
2021-12-29 14:04:48.000000,462,176,glam rock
2022-04-29 10:23:08.000000,62,404,turntablism
2019-09-04 05:42:58.000000,206,231,beat music
2021-11-14 14:43:21.000000,462,176,glam rock
2020-03-21 17:07:24.000000,106,275,nerdcore
2019-07-24 02:54:39.000000,211,210,industrial
2022-12-06 01:25:13.000000,376,196,hardstyle
2022-06-24 19:58:20.000000,62,404,turntablism
2019-12-26 14:08:03.000000,368,96,dance-punk
2022-03-16 12:37:15.000000,150,490,complextro
2021-01-11 20:14:57.000000,473,154,folk pop
2019-09-13 09:24:06.000000,216,403,trip hop
2021-07-02 23:48:44.000000,130,48,breakbeat
2022-06-26 13:32:40.000000,247,429,phonk
2019-10-23 00:38:29.000000,83,109,delta blues
2023-02-02 00:15:44.000000,125,317,progressive
2019-10-30 14:29:20.000000,183,165,landó
2019-08-13 06:46:08.000000,144,21,arena rock
2021-10-08 06:23:24.000000,290,244,mainstream rock
2020-12-16 03:23:30.000000,181,343,reggae
2022-03-31 21:01:41.000000,202,318,progressive folk
2020-10-28 00:21:32.000000,477,34,bhangra
2020-02-01 02:15:43.000000,94,94,dance
2022-06-20 16:07:59.000000,245,304,pornogrind
2020-01-23 08:51:50.000000,303,346,rock
2020-10-17 14:43:46.000000,405,367,soft rock
2020-09-09 00:55:31.000000,267,135,electronicore
2020-03-25 20:35:39.000000,309,48,breakbeat
2019-04-26 08:58:36.000000,29,4,acoustic blues
2019-11-04 04:13:34.000000,355,281,noise
2020-08-31 09:01:32.000000,195,413,vocal jazz
2022-07-26 15:54:56.000000,209,45,bolero son
2021-01-16 22:51:10.000000,180,80,contemporary gospel
2021-05-24 05:39:21.000000,52,224,jazz fusion
2019-05-04 22:50:05.000000,404,439,detroit techno
2021-07-25 06:56:37.000000,150,490,complextro
2022-11-28 11:18:48.000000,77,400,trap
2021-01-02 12:42:37.000000,113,237,latin rock
2019-08-13 05:44:35.000000,428,148,filk
2021-06-02 17:01:20.000000,246,19,anarcho-punk
2021-12-25 11:34:35.000000,395,238,leftfield
2020-06-02 19:54:55.000000,426,484,edm
2020-05-27 17:17:54.000000,172,468,sonata
2021-10-16 20:22:52.000000,252,376,speed metal
2021-11-30 16:44:57.000000,151,7,alternative country
2020-10-14 05:59:05.000000,178,495,carnatic classical
2020-12-21 01:32:46.000000,135,359,ska
2021-11-26 07:27:19.000000,93,72,classic jazz
2020-05-03 00:06:55.000000,96,365,smooth soul
2019-05-24 14:18:34.000000,139,149,flamenco
2021-03-27 20:56:53.000000,49,265,modern blues
2020-09-11 06:38:59.000000,251,230,kayōkyoku
2022-11-23 06:11:51.000000,406,340,rap rock
2022-03-27 10:22:46.000000,146,429,phonk
2020-04-22 16:55:16.000000,373,382,swing
2020-06-12 19:34:11.000000,161,427,boogie rock
2020-02-19 23:13:39.000000,158,78,contemporary classical
2019-04-19 17:49:22.000000,268,3,acid techno
2021-10-17 09:55:42.000000,101,317,progressive
2022-08-07 13:12:10.000000,59,249,mathcore
2022-06-17 20:14:05.000000,324,386,symphonic rock
2019-08-29 01:27:48.000000,188,53,brutal death metal
2022-12-15 01:28:10.000000,199,483,industrial musical
2021-08-02 20:00:21.000000,49,265,modern blues
2022-10-17 13:08:26.000000,80,331,punk rock
2022-06-20 22:52:15.000000,218,152,folk punk
2019-09-28 00:59:57.000000,444,210,industrial
2020-11-10 06:25:50.000000,356,470,ryūkōka
2019-07-17 17:33:04.000000,394,149,flamenco
2020-10-22 06:17:01.000000,102,411,visual kei
2019-10-01 15:20:43.000000,48,147,fado
2020-11-23 02:37:38.000000,488,64,chicago blues
2021-06-08 06:46:45.000000,475,207,indie rock
2022-12-17 01:49:11.000000,428,148,filk
2019-05-21 11:55:56.000000,288,12,alternative pop
2020-03-27 23:34:20.000000,284,382,swing
2023-02-10 22:51:17.000000,53,127,electro house
2022-11-12 03:51:40.000000,198,145,experimental
2020-06-09 19:08:39.000000,432,18,americana
2020-10-19 17:09:46.000000,82,146,experimental rock
2022-08-06 22:07:08.000000,200,326,psychedelic pop
2022-08-16 10:10:10.000000,206,231,beat music
2021-02-19 15:04:37.000000,471,495,carnatic classical
2020-08-28 01:15:36.000000,161,427,boogie rock
2020-12-10 22:42:39.000000,180,80,contemporary gospel
2019-06-12 17:37:15.000000,443,367,soft rock
2021-06-11 00:56:09.000000,278,27,avant-garde metal
2020-08-15 22:03:17.000000,356,470,ryūkōka
2021-06-03 05:18:46.000000,311,277,new jack swing
2021-06-14 06:23:45.000000,458,183,gothic rock
2022-05-28 12:55:19.000000,84,57,cantopop
2022-12-03 09:50:44.000000,447,389,synth-pop
2020-10-04 07:18:42.000000,409,81,contemporary jazz
2022-12-25 13:01:07.000000,212,157,free jazz
2023-02-27 15:39:12.000000,211,210,industrial
2022-12-29 12:04:12.000000,42,66,chiptune
2022-02-14 18:21:40.000000,202,318,progressive folk
2020-02-17 21:41:50.000000,472,129,electro-funk
2023-03-20 16:52:05.000000,152,122,dungeon synth
2022-01-01 14:47:12.000000,149,449,noise rock
2021-11-12 17:22:30.000000,272,171,garage house
2022-07-25 19:28:28.000000,16,231,beat music
2022-11-26 07:56:07.000000,121,108,deep house
2020-12-09 00:12:53.000000,80,331,punk rock
2020-07-07 17:10:30.000000,159,160,funk metal
2020-06-01 01:54:55.000000,47,376,speed metal
2019-04-28 15:19:28.000000,181,343,reggae
2021-08-22 15:00:41.000000,239,176,glam rock
2022-05-22 21:01:03.000000,224,17,ambient techno
2019-04-13 05:23:47.000000,208,271,neo soul
2022-02-11 22:15:31.000000,122,462,nueva canción
2022-01-30 06:10:30.000000,372,210,industrial
2019-10-29 21:48:12.000000,129,227,jazz-funk
2022-07-31 22:56:52.000000,103,354,schlager
2020-07-23 10:06:51.000000,183,165,landó
2022-09-13 06:51:36.000000,42,66,chiptune
2021-08-17 03:49:10.000000,173,117,drone
2020-05-08 12:38:02.000000,255,493,chachachá
2023-02-14 00:12:24.000000,150,490,complextro
2020-06-15 00:26:28.000000,299,322,progressive trance
2022-10-02 03:08:30.000000,463,336,ragga jungle
2021-08-01 23:32:08.000000,496,235,latin jazz
2022-12-29 06:46:28.000000,179,240,lo-fi
2022-12-22 02:26:39.000000,161,427,boogie rock
2020-10-13 18:45:42.000000,39,55,cajun
2019-12-02 01:53:57.000000,472,129,electro-funk
2019-06-29 08:36:21.000000,244,286,northern soul
2021-11-09 19:19:46.000000,409,81,contemporary jazz
2022-10-15 18:05:51.000000,291,201,horror punk
2020-01-07 16:14:45.000000,12,423,dream pop
2020-03-19 17:41:01.000000,150,490,complextro
2020-12-29 07:25:31.000000,207,254,romantische oper
2019-11-06 07:08:32.000000,12,423,dream pop
2020-06-24 00:55:06.000000,11,125,electric blues
2022-07-14 23:25:21.000000,355,281,noise
2019-08-21 08:18:53.000000,332,141,funkot
2021-05-30 06:56:23.000000,472,129,electro-funk
2022-05-26 06:34:15.000000,103,354,schlager
2022-06-20 03:24:47.000000,200,326,psychedelic pop
2019-07-14 05:01:30.000000,191,209,indorock
2020-11-15 02:28:33.000000,24,114,doom metal
2019-07-21 23:40:48.000000,26,401,trap edm
2021-06-13 19:38:12.000000,59,249,mathcore
2019-06-27 18:29:49.000000,226,296,p-funk
2022-07-20 01:18:17.000000,243,386,symphonic rock
2021-03-02 17:24:37.000000,392,393,techno
2019-07-24 03:33:28.000000,327,26,avant-garde jazz
2022-08-19 22:01:25.000000,364,286,northern soul
2019-10-01 22:25:04.000000,23,71,classic country
2020-02-05 20:52:13.000000,9,32,baroque
2022-01-31 20:08:41.000000,405,367,soft rock
2020-03-05 21:28:06.000000,95,136,electropop
2020-10-05 15:05:46.000000,457,69,city pop
2021-11-16 09:25:02.000000,154,484,edm
2021-01-21 16:07:22.000000,220,211,industrial metal
2019-05-28 06:48:16.000000,245,304,pornogrind
2020-02-22 19:08:16.000000,372,210,industrial
2022-10-07 18:18:44.000000,45,269,mpb
2019-09-13 23:20:32.000000,312,192,hard rock
2022-12-10 03:32:00.000000,128,487,candombe
2019-06-14 02:19:43.000000,405,367,soft rock
2021-07-13 13:38:27.000000,239,176,glam rock
2019-08-01 14:22:56.000000,132,314,power metal
2019-10-08 13:52:08.000000,349,278,new romantic
2021-07-08 06:52:09.000000,129,227,jazz-funk
2022-11-25 22:56:45.000000,339,206,indie pop
2020-05-11 16:04:10.000000,179,240,lo-fi
2020-11-23 22:45:27.000000,162,424,joik
2021-03-27 09:44:00.000000,58,415,west coast hip hop
2019-10-01 10:38:43.000000,439,11,alternative metal
2020-04-02 02:06:17.000000,463,336,ragga jungle
2021-03-21 21:22:22.000000,113,237,latin rock
2019-08-06 22:05:04.000000,469,94,dance
2021-12-27 18:59:35.000000,238,328,psychobilly
2019-05-16 14:42:51.000000,238,328,psychobilly
2021-11-21 04:20:24.000000,470,433,bounce
2019-09-02 14:32:21.000000,96,365,smooth soul
2023-02-09 05:45:28.000000,41,294,orchestral
2021-01-07 23:47:43.000000,218,152,folk punk
2020-06-11 07:47:56.000000,443,367,soft rock
2023-01-04 19:36:44.000000,232,7,alternative country
2022-09-18 02:04:17.000000,164,13,alternative punk
2021-06-01 08:25:53.000000,56,74,club
2021-05-07 12:36:24.000000,453,46,boom bap
2023-02-12 21:37:33.000000,282,479,chutney
2021-10-24 19:04:06.000000,242,223,jazz blues
2021-06-05 14:44:18.000000,32,90,crossover prog
2022-08-28 10:02:38.000000,183,165,landó
2021-05-09 17:39:56.000000,324,386,symphonic rock
2022-06-14 18:40:14.000000,18,72,classic jazz
2021-06-16 01:05:12.000000,395,238,leftfield
2022-12-28 11:00:53.000000,209,45,bolero son
2019-05-22 09:34:16.000000,409,81,contemporary jazz
2021-09-17 12:55:26.000000,175,242,lounge
2021-04-22 16:45:23.000000,338,465,comedy rock
2022-09-12 08:08:48.000000,407,479,chutney
2023-01-30 18:09:35.000000,79,100,dark folk
2020-11-09 03:27:27.000000,325,64,chicago blues
2022-08-15 14:22:24.000000,232,7,alternative country
2020-10-14 20:05:58.000000,429,485,bongo flava
2019-09-18 22:41:54.000000,142,473,neo-traditional country
2023-01-08 23:48:17.000000,234,129,electro-funk
2019-12-22 23:44:48.000000,476,349,rocksteady
2023-01-26 14:58:21.000000,313,377,spoken word
2022-05-22 00:04:03.000000,489,116,drill
2023-03-03 06:04:03.000000,226,296,p-funk
2019-08-09 00:39:38.000000,268,3,acid techno
2022-05-12 18:16:44.000000,112,239,vude
2020-09-14 09:06:32.000000,137,52,broken beat
2020-06-07 09:55:22.000000,396,467,coupé-décalé
2021-01-18 19:13:36.000000,251,230,kayōkyoku
2019-07-15 15:26:55.000000,305,46,boom bap
2020-01-25 09:30:29.000000,461,29,bachata
2021-05-18 03:38:08.000000,387,28,avant-garde pop
2019-09-22 21:25:28.000000,172,468,sonata
2020-12-05 23:32:38.000000,238,328,psychobilly
2020-01-07 05:58:52.000000,38,475,guaguancó
2021-03-25 06:17:05.000000,352,332,queercore
2020-12-10 04:24:21.000000,314,314,power metal
2019-04-15 00:40:56.000000,123,358,singer-songwriter
2023-02-01 10:30:09.000000,245,304,pornogrind
2020-02-18 16:56:19.000000,403,205,indie folk
2022-07-28 20:05:23.000000,421,106,western classical
2019-06-30 13:34:32.000000,34,267,birmingham sound
2022-05-23 02:09:13.000000,273,124,ebm
2019-07-05 18:12:06.000000,11,125,electric blues
2022-11-16 02:35:52.000000,150,490,complextro
2019-08-05 18:14:52.000000,324,386,symphonic rock
2021-01-07 00:14:40.000000,387,28,avant-garde pop
2019-06-07 23:15:33.000000,335,27,avant-garde metal
2020-06-30 13:25:40.000000,238,328,psychobilly
2021-01-27 10:01:03.000000,393,17,ambient techno
2020-07-21 09:37:01.000000,118,164,sigidrigi
2020-07-17 10:59:17.000000,455,373,southern soul
2021-07-07 06:21:40.000000,172,468,sonata
2021-11-30 04:25:05.000000,467,185,grime
2020-04-21 20:59:14.000000,424,120,dub techno
2022-11-18 18:28:53.000000,465,471,group sounds
2021-10-31 20:07:32.000000,145,11,alternative metal
2021-08-10 15:13:47.000000,451,259,metalcore
2021-05-08 14:24:47.000000,50,158,funk
2021-05-26 12:57:20.000000,474,299,pop metal
2022-08-14 21:03:19.000000,43,470,ryūkōka
2020-06-15 01:49:55.000000,495,75,comedy
2023-03-04 18:07:13.000000,320,43,blues rock
2022-07-29 04:23:12.000000,468,195,hardcore punk
2019-12-03 23:24:08.000000,128,487,candombe
2019-08-24 18:21:11.000000,48,147,fado
2021-01-27 02:46:09.000000,208,271,neo soul
2019-06-09 16:13:39.000000,155,446,red song
2020-01-01 18:11:35.000000,459,326,psychedelic pop
2021-07-04 20:36:26.000000,178,495,carnatic classical
2021-10-26 12:10:00.000000,207,254,romantische oper
2019-07-22 16:04:00.000000,375,248,math rock
2022-09-24 10:00:53.000000,467,185,grime
2019-10-17 08:54:25.000000,490,234,latin
2019-08-13 17:36:00.000000,242,223,jazz blues
2021-12-24 15:38:51.000000,146,429,phonk
2021-06-28 16:47:35.000000,299,322,progressive trance
2020-10-31 01:46:34.000000,422,114,doom metal
2021-12-08 11:13:51.000000,265,22,art rock
2020-12-06 08:50:54.000000,211,210,industrial
2023-03-27 21:56:45.000000,150,490,complextro
2020-10-04 16:08:30.000000,413,457,ritual ambient
2021-08-02 12:59:54.000000,22,417,yé-yé
2021-06-24 20:52:49.000000,382,11,alternative metal
2022-12-24 05:21:45.000000,388,350,roots reggae
2021-04-05 21:54:59.000000,307,377,spoken word
2022-12-30 17:06:39.000000,434,263,mincecore
2022-07-28 23:29:31.000000,320,43,blues rock
2022-07-23 19:29:19.000000,363,109,delta blues
2021-05-16 19:30:28.000000,406,340,rap rock
2021-11-09 05:48:33.000000,257,134,electronica
2022-02-20 11:48:20.000000,72,137,electropunk
2019-07-21 05:30:34.000000,22,417,yé-yé
2019-10-03 17:25:58.000000,163,402,tribal house
2019-10-02 07:38:07.000000,87,266,modern classical
2023-04-02 12:33:47.000000,66,15,ambient
2020-02-12 16:17:43.000000,454,44,changa tuki
2019-07-01 04:38:27.000000,371,249,mathcore
2023-04-01 07:39:33.000000,427,108,deep house
2021-04-16 09:35:24.000000,204,408,vallenato
2021-02-18 18:52:46.000000,223,204,illbient
2020-09-15 16:53:12.000000,254,403,trip hop
2022-07-21 03:34:29.000000,375,248,math rock
2022-07-27 08:06:53.000000,111,303,pop soul
2020-03-17 15:16:51.000000,428,148,filk
2019-07-05 02:27:47.000000,308,431,swamp rock
2020-06-18 21:31:27.000000,127,129,electro-funk
2020-11-24 01:20:04.000000,37,292,old school death metal
2021-11-08 11:27:19.000000,421,106,western classical
2020-06-13 18:36:23.000000,31,16,ambient house
2020-06-22 02:23:26.000000,220,211,industrial metal
2020-02-09 13:08:40.000000,402,121,dubstep
2020-10-19 13:03:01.000000,72,137,electropunk
