listened_to_datetime,ar_id,Name
2019-09-02 13:28:29.000000,92,Triality
2019-08-12 01:10:58.000000,377,Red Stripe
2023-03-18 08:57:15.000000,195,Hard Trax
2021-12-07 10:25:27.000000,383,The Virginians
2021-06-24 06:42:25.000000,429,Ozzmond
2021-04-26 01:05:58.000000,308,Tone Langvik
2021-12-21 08:03:04.000000,377,Red Stripe
2019-07-04 07:36:20.000000,114,Peggy McCormack
2021-04-27 00:06:52.000000,411,Antropomorphia
2023-03-16 19:02:54.000000,46,George Gao
2020-12-12 00:01:03.000000,235,J.B. Lenoir & His African Hunch Rhythm
2020-05-19 00:06:24.000000,247,EeOo
2021-08-18 00:03:45.000000,69,Champale
2022-08-18 00:02:30.000000,459,CheerLeader
2021-12-17 00:02:23.000000,288,Rocko & Birdsey
2021-11-25 00:02:47.000000,343,Little Coolbreezers
2022-06-13 00:01:00.000000,236,Gilles Fournier
2021-11-17 00:06:07.000000,288,Rocko & Birdsey
2020-05-29 00:03:43.000000,68,Rezerwat
2022-04-08 00:04:17.000000,464,КОТЯ И ПЕТЯ
2022-04-25 00:05:33.000000,431,Cobblestone Jazz
2022-10-06 00:01:47.000000,112,Legát Tibor
2020-07-12 16:34:39.000000,13,wecamewithbrokenteeth
2019-09-14 23:55:24.000000,235,J.B. Lenoir & His African Hunch Rhythm
2020-08-28 01:35:16.000000,418,Péter Takács
2021-04-08 06:48:25.000000,418,Péter Takács
2020-08-28 00:47:11.000000,228,Mark & Brad
2020-09-03 07:04:58.000000,60,Sebapola
2019-09-18 17:59:14.000000,461,Indrani Senaratha
2022-08-04 13:03:59.000000,321,Tasnim
2021-12-29 04:14:14.000000,237,DJ Birdy
2020-06-05 08:14:29.000000,7,Al Street
2023-02-10 22:06:07.000000,136,The Moran Bros.
2022-01-17 15:18:10.000000,405,Coses
2021-07-27 00:29:55.000000,92,Triality
2020-10-07 13:20:34.000000,452,Conwaythewhale
2022-09-26 05:32:22.000000,30,Stereobate
2020-05-15 17:15:58.000000,355,Sean Chavis
2020-02-12 19:28:56.000000,463,Trancisterius
2020-02-14 02:59:42.000000,288,Rocko & Birdsey
2022-11-04 09:18:42.000000,80,Lee Brothers
2019-10-01 13:54:42.000000,181,Pamela Wedgwood
2020-11-13 08:08:04.000000,436,Timo Bodenstein
2023-02-03 19:50:41.000000,295,N-R-G Jams
2019-10-23 04:17:43.000000,132,The Crawdaddys
2021-04-07 18:10:26.000000,93,Paul Bennet
2022-10-29 12:50:06.000000,93,Paul Bennet
2021-11-16 08:07:48.000000,8,Love .45
2021-02-08 14:03:29.000000,377,Red Stripe
2019-12-22 20:25:00.000000,212,Isidor Dannström
2020-03-04 01:27:51.000000,40,Dr. I-Bolit
2020-06-20 04:42:37.000000,427,West African Cosmos
2020-12-09 12:35:40.000000,196,Thomas E.
2022-08-08 20:53:48.000000,412,Chocolate Genius
2021-09-11 15:42:51.000000,324,Baron Blade
2020-02-20 19:16:34.000000,268,J Stride
2020-02-02 11:57:09.000000,419,Priest
2021-04-01 21:50:58.000000,4,The Silhouettes
2020-10-27 08:52:46.000000,423,The Baby
2020-09-27 03:47:05.000000,282,One Motion
2021-02-04 01:38:16.000000,195,Hard Trax
2021-05-26 07:58:09.000000,104,Bam Spacey
2019-10-18 11:05:19.000000,18,Diskobitch
2022-02-08 07:57:09.000000,136,The Moran Bros.
2022-03-13 06:29:48.000000,178,WhyYou
2020-12-05 13:10:36.000000,134,Laughing Soup Dish
2022-06-17 15:56:05.000000,266,guri
2022-06-05 02:57:52.000000,38,Allison Williams
2022-04-08 10:16:27.000000,288,Rocko & Birdsey
2023-01-02 14:03:28.000000,69,Champale
2022-08-25 01:07:56.000000,405,Coses
2020-03-20 02:23:04.000000,390,Theo Hurts
2020-07-21 12:13:59.000000,50,Gustav Ruppke
2021-06-28 17:35:29.000000,288,Rocko & Birdsey
2020-02-23 23:32:01.000000,143,Conic
2019-05-09 10:38:33.000000,214,Kevin Dooley
2022-07-26 23:16:11.000000,452,Conwaythewhale
2023-01-18 14:08:20.000000,485,The Tiny
2019-05-06 15:34:51.000000,310,Syntphonic
2019-10-17 21:21:38.000000,29,Bruno Macedo
2020-05-22 13:25:57.000000,439,Masaru Narita & D.K.I.
2019-04-20 00:44:31.000000,339,Last Embrace
2021-12-22 20:43:36.000000,51,Sling Ting
2020-09-14 07:00:46.000000,281,Tupac Peralta
2019-06-04 15:01:07.000000,298,Mastan & Homay
2020-05-07 02:13:18.000000,198,Promise Circle
2020-03-28 14:20:04.000000,79,Thomas Selditz
2021-05-22 23:29:44.000000,476,Group Therapy
2023-01-24 01:04:34.000000,285,Hélène et Samuel Grandjean
2022-10-03 19:01:55.000000,87,Nico ALLSTARS
2019-10-17 17:15:13.000000,321,Tasnim
2023-01-02 12:43:50.000000,80,Lee Brothers
2020-08-25 04:53:57.000000,431,Cobblestone Jazz
2021-09-12 03:35:19.000000,162,Dennis Diaz
2021-07-09 17:23:56.000000,301,P.V.C.
2021-04-10 04:17:14.000000,181,Pamela Wedgwood
2021-06-02 15:48:43.000000,153,Lance Brenner
2022-09-18 02:51:02.000000,470,Erik Häusler
2022-10-02 18:59:08.000000,250,WOPL
2020-10-28 02:28:24.000000,402,John Modena
2022-07-04 19:59:16.000000,141,舒骑
2020-12-31 12:20:38.000000,112,Legát Tibor
2021-09-10 17:08:32.000000,431,Cobblestone Jazz
2019-12-02 02:10:30.000000,290,DJ Lucci
2019-05-20 19:00:23.000000,376,Da Cloot
2022-08-31 11:20:11.000000,359,Four Below Zero
2020-12-20 16:22:26.000000,269,Ben Christian
2021-10-30 00:27:05.000000,30,Stereobate
2022-04-09 19:20:07.000000,310,Syntphonic
2020-08-11 18:18:00.000000,296,Tuey Connell
2021-01-12 16:29:34.000000,69,Champale
2023-02-20 03:39:58.000000,2,Pete Moutso
2020-11-18 06:37:34.000000,332,Juan James
2021-02-10 12:21:20.000000,400,Zosja
2019-08-29 21:42:16.000000,72,Certified Ryders
2021-03-13 01:09:45.000000,25,The Wanderers
2020-06-08 03:32:40.000000,447,Tommasini
2021-01-23 00:11:16.000000,343,Little Coolbreezers
2022-11-11 19:59:05.000000,319,NNZN
2021-06-09 18:41:09.000000,384,Arthem
2022-11-18 15:14:43.000000,424,Silence At Sea
2021-03-08 22:45:14.000000,274,Tim Chan
2022-11-28 05:35:42.000000,261,Chavous
2020-07-24 20:58:34.000000,436,Timo Bodenstein
2019-11-23 03:59:49.000000,114,Peggy McCormack
2022-10-27 14:15:46.000000,8,Love .45
2022-08-09 13:53:10.000000,376,Da Cloot
2020-06-26 10:26:05.000000,143,Conic
2020-06-02 15:29:57.000000,316,Joglaresa
2022-01-24 06:38:19.000000,416,Maharishi
2020-06-27 05:10:37.000000,28,Disappointment Incorporated
2019-12-26 06:54:47.000000,459,CheerLeader
2020-01-19 08:11:06.000000,38,Allison Williams
2020-05-18 19:19:44.000000,359,Four Below Zero
2023-01-01 01:41:26.000000,217,Dark Spirit
2019-05-22 17:32:18.000000,459,CheerLeader
2021-09-21 00:54:25.000000,324,Baron Blade
2020-10-18 01:37:21.000000,421,NCA Crew
2021-12-04 09:38:13.000000,484,Sasha Gura
2022-12-04 16:44:13.000000,93,Paul Bennet
2023-03-08 13:15:55.000000,375,Dean Clark
2022-10-07 11:13:23.000000,112,Legát Tibor
2022-07-20 23:46:20.000000,317,Pablo Sciuto
2019-12-27 06:38:38.000000,282,One Motion
2021-07-21 23:03:41.000000,288,Rocko & Birdsey
2019-12-19 00:27:19.000000,288,Rocko & Birdsey
2022-03-16 03:11:51.000000,287,M. Alper Berksü
2021-11-07 21:27:28.000000,229,JJ Nobody and the Regulars
2022-01-15 02:31:01.000000,41,Grvty
2021-12-12 11:20:50.000000,436,Timo Bodenstein
2020-05-07 03:11:02.000000,226,Massey
2022-12-04 14:47:11.000000,209,Pickadelic
2021-09-20 11:50:41.000000,157,Kati Elimnyama
2022-11-27 18:44:55.000000,116,Red Brush Rowdies
2021-04-13 07:39:49.000000,238,Coppermill Male Quartet
2021-05-25 15:09:50.000000,157,Kati Elimnyama
2020-11-22 05:16:07.000000,483,Clive Romney
2020-09-04 16:09:46.000000,376,Da Cloot
2019-05-10 03:13:43.000000,486,Daisha
2020-10-18 15:55:32.000000,291,HOMO
2021-06-09 06:32:28.000000,413,MC Luxus
2021-04-05 14:36:00.000000,93,Paul Bennet
2019-04-11 17:26:33.000000,50,Gustav Ruppke
2021-05-29 15:25:07.000000,241,Hara-Kari Kitty
2020-06-15 20:43:12.000000,161,Reece Lemonius
2019-05-05 09:49:20.000000,229,JJ Nobody and the Regulars
2020-01-25 06:08:11.000000,452,Conwaythewhale
2022-07-14 12:24:44.000000,87,Nico ALLSTARS
2019-09-27 02:33:51.000000,416,Maharishi
2019-10-26 10:06:07.000000,124,Gyrro
2023-02-23 10:50:13.000000,462,Yvan Zo
2021-12-05 01:23:59.000000,87,Nico ALLSTARS
2020-02-15 15:19:30.000000,19,Seanews
2022-07-09 19:56:11.000000,4,The Silhouettes
2019-06-14 20:27:02.000000,8,Love .45
2022-07-31 00:03:45.000000,374,Las 15 Letras
2019-05-27 17:59:09.000000,72,Certified Ryders
2022-02-24 19:04:06.000000,389,U-Neak
2020-12-18 15:42:27.000000,3,Zachary
2020-05-25 07:27:52.000000,9,Sintellect
2019-06-20 02:44:14.000000,474,Kadeho
2019-11-05 09:48:16.000000,486,Daisha
2019-10-13 00:00:29.000000,377,Red Stripe
2019-07-04 22:19:56.000000,180,Martin Loos
2022-11-16 07:57:46.000000,430,Bukky Leo & Black Egypt
2020-09-18 06:50:43.000000,114,Peggy McCormack
2020-12-04 22:51:22.000000,286,Eat Me
2020-08-14 16:03:06.000000,376,Da Cloot
2020-11-14 01:01:40.000000,168,D-Dact
2020-03-08 08:55:06.000000,228,Mark & Brad
2020-12-29 05:06:02.000000,288,Rocko & Birdsey
2022-12-08 04:45:30.000000,217,Dark Spirit
2021-12-09 16:12:22.000000,494,Farmlab
2022-02-23 01:45:37.000000,475,Joop O. en 't Legioen
2022-03-06 23:50:46.000000,389,U-Neak
2022-04-30 03:36:28.000000,213,März
2019-07-26 07:20:12.000000,116,Red Brush Rowdies
2021-09-21 17:59:15.000000,200,Joel Stones
2020-11-24 08:03:00.000000,499,Neil Rawl
2022-03-19 00:23:32.000000,410,Miss Juice
2019-05-31 00:10:24.000000,235,J.B. Lenoir & His African Hunch Rhythm
2022-10-18 07:39:46.000000,167,Kye Marshall
2020-10-17 13:04:48.000000,96,Fantcha
2021-10-26 18:23:13.000000,469,Lost Eliza
2020-06-03 21:26:03.000000,256,The Crests
2020-08-11 13:30:51.000000,10,Evie Tamala
2022-03-28 20:02:08.000000,140,Marc Miralta
2023-02-26 02:32:31.000000,237,DJ Birdy
2022-01-05 23:03:58.000000,463,Trancisterius
2023-03-15 21:55:40.000000,242,Gian Carlo
2019-11-20 20:36:54.000000,178,WhyYou
2019-08-12 19:07:23.000000,35,Q Text
2020-04-21 15:26:23.000000,4,The Silhouettes
2023-02-02 15:42:22.000000,377,Red Stripe
2019-11-10 14:58:28.000000,288,Rocko & Birdsey
2020-10-04 23:35:20.000000,112,Legát Tibor
2022-06-29 02:15:20.000000,418,Péter Takács
2022-09-04 05:49:05.000000,124,Gyrro
2022-01-13 22:46:20.000000,292,The Orchid
2022-08-13 16:58:12.000000,261,Chavous
2022-06-11 08:22:58.000000,494,Farmlab
2023-01-19 08:51:58.000000,309,Ski Patrol
2019-06-25 13:57:17.000000,443,Lil Bowman
2020-01-27 17:23:58.000000,212,Isidor Dannström
2020-12-14 22:26:32.000000,195,Hard Trax
2020-02-25 13:31:25.000000,377,Red Stripe
2021-07-24 04:05:38.000000,112,Legát Tibor
2022-06-11 03:32:31.000000,143,Conic
2021-05-30 05:39:33.000000,295,N-R-G Jams
2019-08-20 04:52:26.000000,69,Champale
2022-03-29 04:59:02.000000,422,DJ Invie
2021-07-25 17:28:24.000000,164,s'Poom
2020-03-01 12:31:12.000000,298,Mastan & Homay
2022-09-11 02:42:35.000000,397,Sisira Sanarathna
2021-03-26 12:47:08.000000,430,Bukky Leo & Black Egypt
2020-02-08 23:12:08.000000,159,Bullmark
2019-09-19 20:45:12.000000,89,Enrico Ceravolo
2022-03-27 08:23:18.000000,434,Frank De JoJo
2021-02-20 08:06:51.000000,453,Sesong
2019-08-31 01:22:42.000000,164,s'Poom
2020-11-15 00:42:05.000000,209,Pickadelic
2022-04-24 14:06:34.000000,8,Love .45
2022-07-03 04:20:16.000000,7,Al Street
2020-10-02 04:35:29.000000,288,Rocko & Birdsey
2022-01-28 11:32:11.000000,237,DJ Birdy
2019-07-13 14:08:41.000000,457,Chernobog
2019-08-01 13:01:32.000000,38,Allison Williams
2022-07-20 15:37:55.000000,464,КОТЯ И ПЕТЯ
2022-04-09 13:24:56.000000,316,Joglaresa
2022-01-05 23:38:54.000000,480,Space Blaster
2020-06-28 14:51:40.000000,208,El Feco
2022-09-08 03:48:06.000000,172,Walter Fierce
2021-07-17 00:38:57.000000,441,Languor
2023-02-19 16:02:24.000000,431,Cobblestone Jazz
2021-08-30 21:12:57.000000,66,Alexander Purkart
2020-07-15 10:27:23.000000,330,Exitus
2021-03-31 17:22:37.000000,319,NNZN
2022-12-27 23:02:01.000000,228,Mark & Brad
2020-04-06 08:43:56.000000,97,Sam
2021-04-06 22:23:26.000000,400,Zosja
2020-12-17 10:51:36.000000,323,บริบูรณ์ จันทร์เพ็ญ
2019-06-08 08:25:56.000000,157,Kati Elimnyama
2021-05-05 07:28:59.000000,285,Hélène et Samuel Grandjean
2021-10-11 01:57:30.000000,486,Daisha
2019-11-03 15:01:28.000000,230,J Beat
2021-09-28 19:19:29.000000,318,Christian Humphries
2022-11-06 21:33:11.000000,135,The Steppes
2022-05-17 00:30:26.000000,71,WIK▲N
2021-04-05 10:02:21.000000,336,Groupe Rétro
2022-09-04 04:39:29.000000,430,Bukky Leo & Black Egypt
2022-05-03 04:08:35.000000,461,Indrani Senaratha
2021-05-28 11:33:00.000000,248,Bond Street Blues Band
2019-06-16 23:25:51.000000,112,Legát Tibor
2020-01-25 13:30:10.000000,383,The Virginians
2020-01-12 19:20:19.000000,223,Beat Goes On
2019-07-01 22:00:42.000000,321,Tasnim
2022-12-22 12:57:09.000000,158,Kmeťoband
2023-02-21 12:38:16.000000,236,Gilles Fournier
2019-07-07 17:26:03.000000,223,Beat Goes On
2021-12-18 03:53:06.000000,192,Eugene Greco
2021-12-29 14:04:48.000000,195,Hard Trax
2022-04-29 10:23:08.000000,463,Trancisterius
2019-09-04 05:42:58.000000,453,Sesong
2021-11-14 14:43:21.000000,195,Hard Trax
2020-03-21 17:07:24.000000,124,Gyrro
2019-07-24 02:54:39.000000,483,Clive Romney
2022-12-06 01:25:13.000000,310,Syntphonic
2022-06-24 19:58:20.000000,463,Trancisterius
2019-12-26 14:08:03.000000,157,Kati Elimnyama
2022-03-16 12:37:15.000000,336,Groupe Rétro
2021-01-11 20:14:57.000000,321,Tasnim
2019-09-13 09:24:06.000000,235,J.B. Lenoir & His African Hunch Rhythm
2021-07-02 23:48:44.000000,89,Enrico Ceravolo
2022-06-26 13:32:40.000000,409,Uffe Andersen
2019-10-23 00:38:29.000000,70,Greg Sczebel
2023-02-02 00:15:44.000000,396,Au gré des vents
2019-10-30 14:29:20.000000,37,Current
2019-08-13 06:46:08.000000,23,Astolat
2021-10-08 06:23:24.000000,449,Broken & Burnt
2020-12-16 03:23:30.000000,265,Radio Spirits
2022-03-31 21:01:41.000000,115,G-Sax
2020-10-28 00:21:32.000000,423,The Baby
2020-02-01 02:15:43.000000,493,Peter Williams
2022-06-20 16:07:59.000000,298,Mastan & Homay
2020-01-23 08:51:50.000000,411,Antropomorphia
2020-10-17 14:43:46.000000,434,Frank De JoJo
2020-09-09 00:55:31.000000,82,Hispana Hombres
2020-03-25 20:35:39.000000,89,Enrico Ceravolo
2019-04-26 08:58:36.000000,135,The Steppes
2019-11-04 04:13:34.000000,452,Conwaythewhale
2020-08-31 09:01:32.000000,387,Rex Stewart's Big Eight
2022-07-26 15:54:56.000000,201,Traks
2021-01-16 22:51:10.000000,485,The Tiny
2021-05-24 05:39:21.000000,46,George Gao
2019-05-04 22:50:05.000000,377,Red Stripe
2021-07-25 06:56:37.000000,336,Groupe Rétro
2022-11-28 11:18:48.000000,164,s'Poom
2021-01-02 12:42:37.000000,352,Barthol Lo Mejor
2019-08-13 05:44:35.000000,255,Jan Smaczny
2021-06-02 17:01:20.000000,108,Bill Ruyle
2021-12-25 11:34:35.000000,2,Pete Moutso
2020-06-02 19:54:55.000000,388,Ghostcauldron
2020-05-27 17:17:54.000000,34,Gloria Deluxe
2021-10-16 20:22:52.000000,125,Mlolothwa
2021-11-30 16:44:57.000000,469,Lost Eliza
2020-10-14 05:59:05.000000,476,Group Therapy
2020-12-21 01:32:46.000000,92,Triality
2021-11-26 07:27:19.000000,288,Rocko & Birdsey
2020-05-03 00:06:55.000000,187,Man from Grotto
2019-05-24 14:18:34.000000,129,Olley
2021-03-27 20:56:53.000000,440,Louis Mestdagh
2020-09-11 06:38:59.000000,439,Masaru Narita & D.K.I.
2022-11-23 06:11:51.000000,325,Give Him 6 Podcast
2022-03-27 10:22:46.000000,429,Ozzmond
2020-04-22 16:55:16.000000,389,U-Neak
2020-06-12 19:34:11.000000,121,Jim Baird
2020-02-19 23:13:39.000000,361,Pat Shannon
2019-04-19 17:49:22.000000,79,Thomas Selditz
2021-10-17 09:55:42.000000,6,Fonograff
2022-08-07 13:12:10.000000,374,Las 15 Letras
2022-06-17 20:14:05.000000,31,Sailing Conductors
2019-08-29 01:27:48.000000,462,Yvan Zo
2022-12-15 01:28:10.000000,185,Septaria
2021-08-02 20:00:21.000000,440,Louis Mestdagh
2022-10-17 13:08:26.000000,161,Reece Lemonius
2022-06-20 22:52:15.000000,476,Group Therapy
2019-09-28 00:59:57.000000,428,Living Funk
2020-11-10 06:25:50.000000,412,Chocolate Genius
2019-07-17 17:33:04.000000,72,Certified Ryders
2020-10-22 06:17:01.000000,29,Bruno Macedo
2019-10-01 15:20:43.000000,296,Tuey Connell
2020-11-23 02:37:38.000000,126,Rahmane
2021-06-08 06:46:45.000000,18,Diskobitch
2022-12-17 01:49:11.000000,255,Jan Smaczny
2019-05-21 11:55:56.000000,431,Cobblestone Jazz
2020-03-27 23:34:20.000000,156,The Abbey Tavern Singers
2023-02-10 22:51:17.000000,422,DJ Invie
2022-11-12 03:51:40.000000,487,Le Duo Ventastic
2020-06-09 19:08:39.000000,72,Certified Ryders
2020-10-19 17:09:46.000000,134,Laughing Soup Dish
2022-08-06 22:07:08.000000,261,Chavous
2022-08-16 10:10:10.000000,453,Sesong
2021-02-19 15:04:37.000000,69,Champale
2020-08-28 01:15:36.000000,121,Jim Baird
2020-12-10 22:42:39.000000,485,The Tiny
2019-06-12 17:37:15.000000,425,Tom Voegeli
2021-06-11 00:56:09.000000,452,Conwaythewhale
2020-08-15 22:03:17.000000,412,Chocolate Genius
2021-06-03 05:18:46.000000,252,Wild Bob Burgos and His House Rockers
2021-06-14 06:23:45.000000,93,Paul Bennet
2022-05-28 12:55:19.000000,186,Astral Green World
2022-12-03 09:50:44.000000,328,柳志乃
2020-10-04 07:18:42.000000,386,Poorly Built Parachute
2022-12-25 13:01:07.000000,486,Daisha
2023-02-27 15:39:12.000000,483,Clive Romney
2022-12-29 12:04:12.000000,277,La Banda Municipal del Polo Norte
2022-02-14 18:21:40.000000,115,G-Sax
2020-02-17 21:41:50.000000,178,WhyYou
2023-03-20 16:52:05.000000,192,Eugene Greco
2022-01-01 14:47:12.000000,465,Verge
2021-11-12 17:22:30.000000,161,Reece Lemonius
2022-07-25 19:28:28.000000,181,Pamela Wedgwood
2022-11-26 07:56:07.000000,376,Da Cloot
2020-12-09 00:12:53.000000,161,Reece Lemonius
2020-07-07 17:10:30.000000,98,Johnny Kass
2020-06-01 01:54:55.000000,230,J Beat
2019-04-28 15:19:28.000000,265,Radio Spirits
2021-08-22 15:00:41.000000,197,Circle Research
2022-05-22 21:01:03.000000,216,The Richie Sisters
2019-04-13 05:23:47.000000,117,Jens Rogge
2022-02-11 22:15:31.000000,447,Tommasini
2022-01-30 06:10:30.000000,179,Monday Mornings
2019-10-29 21:48:12.000000,46,George Gao
2022-07-31 22:56:52.000000,317,Pablo Sciuto
2020-07-23 10:06:51.000000,37,Current
2022-09-13 06:51:36.000000,277,La Banda Municipal del Polo Norte
2021-08-17 03:49:10.000000,484,Sasha Gura
2020-05-08 12:38:02.000000,445,Tiger Cudales
2023-02-14 00:12:24.000000,336,Groupe Rétro
2020-06-15 00:26:28.000000,321,Tasnim
2022-10-02 03:08:30.000000,213,März
2021-08-01 23:32:08.000000,56,Nodesha
2022-12-29 06:46:28.000000,140,Marc Miralta
2022-12-22 02:26:39.000000,121,Jim Baird
2020-10-13 18:45:42.000000,241,Hara-Kari Kitty
2019-12-02 01:53:57.000000,178,WhyYou
2019-06-29 08:36:21.000000,431,Cobblestone Jazz
2021-11-09 19:19:46.000000,386,Poorly Built Parachute
2022-10-15 18:05:51.000000,131,Sandra Pires
2020-01-07 16:14:45.000000,485,The Tiny
2020-03-19 17:41:01.000000,336,Groupe Rétro
2020-12-29 07:25:31.000000,189,Diesel # 1
2019-11-06 07:08:32.000000,485,The Tiny
2020-06-24 00:55:06.000000,195,Hard Trax
2022-07-14 23:25:21.000000,452,Conwaythewhale
2019-08-21 08:18:53.000000,55,No Water
2021-05-30 06:56:23.000000,178,WhyYou
2022-05-26 06:34:15.000000,317,Pablo Sciuto
2022-06-20 03:24:47.000000,261,Chavous
2019-07-14 05:01:30.000000,134,Laughing Soup Dish
2020-11-15 02:28:33.000000,338,Hawaiian Quintette
2019-07-21 23:40:48.000000,25,The Wanderers
2021-06-13 19:38:12.000000,374,Las 15 Letras
2019-06-27 18:29:49.000000,461,Indrani Senaratha
2022-07-20 01:18:17.000000,456,Havelt
2021-03-02 17:24:37.000000,68,Rezerwat
2019-07-24 03:33:28.000000,387,Rex Stewart's Big Eight
2022-08-19 22:01:25.000000,143,Conic
2019-10-01 22:25:04.000000,88,Dorian Baker
2020-02-05 20:52:13.000000,196,Thomas E.
2022-01-31 20:08:41.000000,434,Frank De JoJo
2020-03-05 21:28:06.000000,46,George Gao
2020-10-05 15:05:46.000000,177,Shands Superior Jubilee Singers
2021-11-16 09:25:02.000000,277,La Banda Municipal del Polo Norte
2021-01-21 16:07:22.000000,237,DJ Birdy
2019-05-28 06:48:16.000000,298,Mastan & Homay
2020-02-22 19:08:16.000000,179,Monday Mornings
2022-10-07 18:18:44.000000,478,Zazu
2019-09-13 23:20:32.000000,427,West African Cosmos
2022-12-10 03:32:00.000000,87,Nico ALLSTARS
2019-06-14 02:19:43.000000,434,Frank De JoJo
2021-07-13 13:38:27.000000,197,Circle Research
2019-08-01 14:22:56.000000,24,The Insignificant
2019-10-08 13:52:08.000000,3,Zachary
2021-07-08 06:52:09.000000,46,George Gao
2022-11-25 22:56:45.000000,41,Grvty
2020-05-11 16:04:10.000000,140,Marc Miralta
2020-11-23 22:45:27.000000,256,The Crests
2021-03-27 09:44:00.000000,349,Canine
2019-10-01 10:38:43.000000,500,Bonnie Miller
2020-04-02 02:06:17.000000,213,März
2021-03-21 21:22:22.000000,352,Barthol Lo Mejor
2019-08-06 22:05:04.000000,4,The Silhouettes
2021-12-27 18:59:35.000000,30,Stereobate
2019-05-16 14:42:51.000000,30,Stereobate
2021-11-21 04:20:24.000000,458,Tony Sams & The Lala Wilson Band
2019-09-02 14:32:21.000000,187,Man from Grotto
2023-02-09 05:45:28.000000,210,Trineo
2021-01-07 23:47:43.000000,476,Group Therapy
2020-06-11 07:47:56.000000,425,Tom Voegeli
2023-01-04 19:36:44.000000,346,The Cadaver
2022-09-18 02:04:17.000000,364,Crazy As Pinoy
2021-06-01 08:25:53.000000,217,Dark Spirit
2021-05-07 12:36:24.000000,120,NoB
2023-02-12 21:37:33.000000,447,Tommasini
2021-10-24 19:04:06.000000,416,Maharishi
2021-06-05 14:44:18.000000,18,Diskobitch
2022-08-28 10:02:38.000000,37,Current
2021-05-09 17:39:56.000000,31,Sailing Conductors
2022-06-14 18:40:14.000000,155,Michael Flowers
2021-06-16 01:05:12.000000,2,Pete Moutso
2022-12-28 11:00:53.000000,201,Traks
2019-05-22 09:34:16.000000,386,Poorly Built Parachute
2021-09-17 12:55:26.000000,97,Sam
2021-04-22 16:45:23.000000,8,Love .45
2022-09-12 08:08:48.000000,309,Ski Patrol
2023-01-30 18:09:35.000000,87,Nico ALLSTARS
2020-11-09 03:27:27.000000,87,Nico ALLSTARS
2022-08-15 14:22:24.000000,346,The Cadaver
2020-10-14 20:05:58.000000,17,Tobias Lorsbach
2019-09-18 22:41:54.000000,40,Dr. I-Bolit
2023-01-08 23:48:17.000000,291,HOMO
2019-12-22 23:44:48.000000,148,せいまんぬ
2023-01-26 14:58:21.000000,282,One Motion
2022-05-22 00:04:03.000000,112,Legát Tibor
2023-03-03 06:04:03.000000,461,Indrani Senaratha
2019-08-09 00:39:38.000000,79,Thomas Selditz
2022-05-12 18:16:44.000000,40,Dr. I-Bolit
2020-09-14 09:06:32.000000,67,Susan Enan
2020-06-07 09:55:22.000000,159,Bullmark
2021-01-18 19:13:36.000000,439,Masaru Narita & D.K.I.
2019-07-15 15:26:55.000000,249,Hotel Glam
2020-01-25 09:30:29.000000,218,Kickin Joolz
2021-05-18 03:38:08.000000,187,Man from Grotto
2019-09-22 21:25:28.000000,34,Gloria Deluxe
2020-12-05 23:32:38.000000,30,Stereobate
2020-01-07 05:58:52.000000,485,The Tiny
2021-03-25 06:17:05.000000,321,Tasnim
2020-12-10 04:24:21.000000,96,Fantcha
2019-04-15 00:40:56.000000,371,All Wheel Drive
2023-02-01 10:30:09.000000,298,Mastan & Homay
2020-02-18 16:56:19.000000,168,D-Dact
2022-07-28 20:05:23.000000,207,Mo Wibble
2019-06-30 13:34:32.000000,237,DJ Birdy
2022-05-23 02:09:13.000000,455,David Hall
2019-07-05 18:12:06.000000,195,Hard Trax
2022-11-16 02:35:52.000000,336,Groupe Rétro
2019-08-05 18:14:52.000000,31,Sailing Conductors
2021-01-07 00:14:40.000000,187,Man from Grotto
2019-06-07 23:15:33.000000,238,Coppermill Male Quartet
2020-06-30 13:25:40.000000,30,Stereobate
2021-01-27 10:01:03.000000,200,Joel Stones
2020-07-21 09:37:01.000000,248,Bond Street Blues Band
2020-07-17 10:59:17.000000,133,The Leopards
2021-07-07 06:21:40.000000,34,Gloria Deluxe
2021-11-30 04:25:05.000000,218,Kickin Joolz
2020-04-21 20:59:14.000000,231,Leonardo Velásquez
2022-11-18 18:28:53.000000,112,Legát Tibor
2021-10-31 20:07:32.000000,488,Robokop
2021-08-10 15:13:47.000000,50,Gustav Ruppke
2021-05-08 14:24:47.000000,244,Najip Ali
2021-05-26 12:57:20.000000,226,Massey
2022-08-14 21:03:19.000000,265,Radio Spirits
2020-06-15 01:49:55.000000,380,The Kik
2023-03-04 18:07:13.000000,462,Yvan Zo
2022-07-29 04:23:12.000000,351,JANAJ
2019-12-03 23:24:08.000000,87,Nico ALLSTARS
2019-08-24 18:21:11.000000,296,Tuey Connell
2021-01-27 02:46:09.000000,117,Jens Rogge
2019-06-09 16:13:39.000000,80,Lee Brothers
2020-01-01 18:11:35.000000,180,Martin Loos
2021-07-04 20:36:26.000000,476,Group Therapy
2021-10-26 12:10:00.000000,189,Diesel # 1
2019-07-22 16:04:00.000000,330,Exitus
2022-09-24 10:00:53.000000,218,Kickin Joolz
2019-10-17 08:54:25.000000,421,NCA Crew
2019-08-13 17:36:00.000000,416,Maharishi
2021-12-24 15:38:51.000000,429,Ozzmond
